*	name	Español
*	card-order	3
*	tts-voice	0,99,0,0,0
*	siri-tts-voice	,Siri|es-MX||com.apple.ttsbundle.Paulina-compact|español (México)|Siri,,,
*	card-theme	Chalkboard - Clear
*	notify-off	1
*	tsv	true
*	deck-stats-1	2636,2853,9993,0,61,70,77,85,159,155,113,50,117,0,70,52,62,87,130,0,135,20,70,88,70,88,93,106,30,70,119,34,107,1665,0,0,0,0,0,26,45,43,0,0,0,29,0,0,41,0,0,0,0,0,32,9,48,5,0,0,0,45,0,0,17475,0,151,158,154,198,200,171,102,140,273,0,111,127,155,122,311,0,205,50,167,144,176,104,151,189,63,174,164,83,252,14569,0,135,134,128,178,155,132,93,117,244,0,100,111,136,110,281,0,178,42,146,121,155,82,121,158,53,156,145,73,217,4927,0,0,0,0,0,142,179,170,0,0,0,96,0,0,140,0,0,0,0,0,107,28,162,15,0,0,0,162,0,0,6273,0,75,68,75,121,70,77,51,47,136,0,54,58,75,57,148,0,104,13,82,59,103,25,38,92,23,103,120,36,113,680642,0,7505,6815,6129,6257,2104,5107,6159,5660,13911,0,5901,7029,5270,7041,18468,0,8444,394,2952,2762,5137,1412,3281,6271,2394,5322,9790,1788,5631,14601,12193,4162,3549,2210,1861
*	deck-stats-2	2640,2852,8279,116,0,91,124,149,122,99,58,98,0,74,23,57,74,122,66,1,18,36,84,98,126,82,40,15,58,90,17,67,0,1349,0,0,0,0,26,45,43,0,0,0,29,0,0,41,0,0,0,0,0,32,9,48,5,0,0,0,45,0,0,0,14380,260,0,163,241,158,130,102,123,197,0,100,58,126,57,254,100,0,55,87,100,179,114,130,106,34,124,41,40,148,0,12500,206,0,135,170,141,108,87,116,181,0,90,54,115,52,239,87,0,52,81,90,160,97,117,103,34,111,38,37,130,0,4856,0,0,0,0,146,152,155,0,0,0,100,0,0,153,0,0,0,0,0,126,31,186,16,0,0,0,176,0,0,0,6873,59,0,80,81,103,73,39,76,99,0,44,24,66,12,108,70,0,25,54,39,107,34,71,79,22,82,19,21,62,0,734333,5224,0,6614,4924,7061,5327,6248,8690,11428,0,4669,2736,2259,3103,16960,2090,0,3004,2580,2434,7214,6655,9135,4353,1361,3678,1472,725,3061,0,11329,9592,3683,3360,2333,2137
*	deck-stats-3	2671,2672,0,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Text 1	Text 2	Category 1	Category 2	Text 3	Text 4	Statistics 1	Statistics 2	Statistics 3	Notes
"исправлять
выпрямлять"	rectificar			"1. tr. Reducir algo a la exactitud que debe tener.
2. tr. Dicho de una persona: Procurar reducir a la conveniente exactitud y certeza los dichos o hechos que se le atribuyen.
3. tr. Contradecir a alguien en lo que ha dicho, por considerarlo erróneo.
4. tr. Modificar la propia opinión que se ha expuesto antes.
5. tr. Corregir las imperfecciones, errores o defectos de algo ya hecho.
6. tr. Electr. Convertir una corriente alterna en continua.
7. tr. Geom. Determinar una recta cuya longitud sea igual a la de una curva dada.
8. tr. Mec. Mecanizar la superficie de una pieza con el fin de que tenga la rugosidad y forma requeridas.
9. tr. Quím. Purificar líquidos por destilación.
10. prnl. Dicho de una persona: Enmendar sus actos o su proceder"		2,0,7,5,1,2,79,2017-10-22 20:25,2017-10-26 03:25	2,0,4,4,4,4,209,2017-10-15 21:04,2017-10-24 14:04		
испуганный	despavorido					2,0,13,9,2,3,239,2017-10-23 10:28,2017-11-02 09:28	2,0,13,10,6,6,358,2017-10-11 10:40,2017-10-26 08:40		
исследовать	indagar					2,0,9,9,9,8,1155,2017-10-04 10:25,2017-11-21 13:25	2,0,12,10,3,3,312,2017-10-15 21:07,2017-10-28 21:07		
"исследовать
разузнавать"	"averiguar

tu <u>averiguas</u> que les gusta"					2,0,23,17,4,5,440,2017-10-17 09:29,2017-11-04 17:29	2,0,12,11,4,4,375,2017-10-09 10:27,2017-10-25 01:27		
исступлённый	exaltado					2,0,15,11,1,2,131,2017-10-18 10:21,2017-10-23 21:21	2,0,9,9,9,7,1208,2017-10-02 21:14,2017-11-22 05:14		
"исчезать
пропадать"	"desaparecer

<u>desaparecen</u> de mis ojos"					2,0,9,9,9,6,1268,2017-09-21 11:26,2017-11-13 07:26	2,0,9,9,11,9,2809,2017-09-22 10:24,2018-01-17 11:24		
июль	julio					2,0,7,7,11,8,3658,2017-09-21 21:07,2018-02-21 07:07	2,0,7,7,11,9,3938,2017-09-22 10:26,2018-03-05 12:26		
июнь	junio					2,0,8,8,10,7,1779,2017-09-21 21:02,2017-12-05 00:02	2,0,8,8,11,9,4667,2017-09-22 10:26,2018-04-04 21:26		
кабинет	despacho					2,0,18,14,3,4,386,2017-10-21 18:00,2017-11-06 20:00	2,0,13,11,6,4,783,2017-09-22 10:07,2017-10-25 01:07		
каждый день	todos los días					2,0,9,9,9,6,1317,2017-09-21 11:27,2017-11-15 08:27	2,0,7,7,8,6,1662,2017-08-28 21:50,2017-11-06 03:50		
"казаться
иметь вид"	"parecer

ella parece más reservada"					2,0,18,13,3,2,404,2017-10-07 15:45,2017-10-24 11:45	2,0,8,8,8,6,1469,2017-09-22 10:18,2017-11-22 15:18		
как будто	"como si fuera

<u>como si fuera</u> esta noche la última vez"					2,0,8,8,10,7,2783,2017-09-21 21:12,2018-01-15 20:12	2,0,12,11,4,5,560,2017-10-19 11:17,2017-11-11 19:17		
как дела?	¿qué tal?					2,0,8,8,8,9,1715,2017-10-22 20:28,2018-01-02 07:28	2,0,7,7,9,7,2273,2017-09-22 10:23,2017-12-26 03:23		
"как-нибудь
как попало"	de cualquier modo					2,0,3,3,3,4,91,2017-10-22 20:22,2017-10-26 15:22	2,0,3,3,3,4,105,2017-10-23 10:39,2017-10-27 19:39		
"как-то раз
однажды"	"cierta vez
en cierta ocasión"					2,0,4,4,4,5,162,2017-10-19 20:56,2017-10-26 14:56	2,0,4,4,4,5,238,2017-10-23 10:41,2017-11-02 08:41		
"камень
скала"	piedra					2,0,26,17,5,4,369,2017-10-15 21:28,2017-10-31 06:28	2,0,10,10,10,11,1743,2017-10-20 21:35,2018-01-01 12:35		
"капельку
чуточку"	poquito					2,0,8,8,8,5,1931,2017-09-25 10:46,2017-12-14 21:46	2,0,11,8,3,3,445,2017-10-09 20:51,2017-10-28 09:51		
"капкан
ловушка"	trampa					2,0,9,9,9,8,1420,2017-10-09 10:58,2017-12-07 14:58	2,0,9,9,9,7,1396,2017-10-04 09:56,2017-12-01 13:56		
"капля
капелька"	gota					2,0,6,4,5,6,84,2017-10-21 17:57,2017-10-25 05:57	2,0,3,3,3,4,119,2017-10-20 21:30,2017-10-25 20:30		
"каприз
фантазия"	capricho					2,0,5,5,5,6,290,2017-10-19 20:56,2017-10-31 22:56	2,0,5,5,5,6,266,2017-10-20 21:34,2017-10-31 23:34		
карандаш	lapiz					2,0,2,2,2,3,72,2017-10-22 20:21,2017-10-25 20:21	2,0,2,2,2,3,68,2017-10-23 10:37,2017-10-26 06:37		
картина	pintura					2,0,7,7,8,5,1350,2017-09-19 20:56,2017-11-15 02:56	2,0,10,9,9,7,1217,2017-09-22 10:11,2017-11-12 03:11		
касаться	tocar								
кататься на коньках	patinar					2,0,5,5,5,6,274,2017-10-20 09:15,2017-10-31 19:15	2,0,5,5,5,6,369,2017-10-23 10:47,2017-11-07 19:47		
"катер
шлюпка"	lancha					2,0,9,9,9,6,1254,2017-09-21 11:19,2017-11-12 17:19	2,0,9,9,9,7,1291,2017-09-22 10:11,2017-11-15 05:11		
катиться	rotar					2,0,14,12,5,4,290,2017-10-13 09:37,2017-10-25 11:37	2,0,20,15,1,2,111,2017-10-23 10:48,2017-10-28 01:48		
"качать
мешать
баюкать"	mecer					2,0,2,2,2,3,67,2017-10-21 17:55,2017-10-24 12:55	2,0,3,3,3,4,90,2017-10-23 10:37,2017-10-27 04:37		
"каша
размазня"	gacha					2,0,11,10,11,10,1411,2017-10-09 10:58,2017-12-07 05:58	2,0,10,9,5,3,792,2017-09-22 10:07,2017-10-25 10:07		
квартал	barrio								
кедр	"cedro

nueses de <u>cedro</u>"					2,0,6,4,4,5,53,2017-10-22 20:17,2017-10-25 01:17	2,0,3,3,3,4,107,2017-10-23 10:39,2017-10-27 21:39		
"келья
одиночная камера"	celda					2,0,10,9,10,9,1549,2017-10-15 21:33,2017-12-19 10:33	2,0,12,10,4,4,548,2017-10-16 10:16,2017-11-08 06:16		
кешью	"marañón
anacardo"					2,0,6,3,3,4,29,2017-10-23 20:48,2017-10-25 01:48	2,0,2,2,2,3,65,2017-10-21 18:23,2017-10-24 11:23		
"кидать
бросать"	"tirar

como las flores que <u>tiraban</u>"					2,0,12,11,8,5,1398,2017-09-21 11:28,2017-11-18 17:28	2,0,15,13,10,11,1737,2017-10-23 10:51,2018-01-03 19:51	1,0,0,0,1,2,0,2017-04-26 17:25,1970-01-01 03:00	
кинжал	daga					2,0,8,8,10,9,3515,2017-09-27 21:04,2018-02-21 08:04	2,0,11,10,4,5,621,2017-10-19 11:17,2017-11-14 08:17		
"кипеть
кипятить"	hervir								
кипячёная вода	agua hervida					2,0,3,3,3,4,99,2017-10-22 20:22,2017-10-26 23:22	2,0,3,3,3,4,112,2017-10-23 10:40,2017-10-28 02:40		
кислота	acido					2,0,4,4,4,3,202,2017-10-15 21:24,2017-10-24 07:24	2,0,5,5,5,6,283,2017-10-21 18:29,2017-11-02 13:29		
кладбище	cementerio					2,0,8,7,5,6,395,2017-10-17 20:17,2017-11-03 07:17	2,0,6,6,6,4,534,2017-10-06 00:00,2017-10-28 06:00		
класть в	echar					2,0,16,13,8,5,1534,2017-09-21 20:51,2017-11-24 18:51	2,0,10,10,10,11,1894,2017-10-20 21:37,2018-01-07 19:37		
"клуб
объединение
сословие"	gremio					2,0,10,8,4,3,466,2017-10-10 21:43,2017-10-30 07:43	2,0,13,9,6,6,505,2017-10-16 10:16,2017-11-06 11:16		
ключи	llaves					2,0,6,6,7,4,1501,2017-09-21 20:53,2017-11-23 09:53	2,0,7,7,8,6,1901,2017-09-22 10:25,2017-12-10 15:25		
клясться	"jurar

<u>juraría</u> que no sé bien lo que quiero"					2,0,11,10,11,8,4011,2017-09-21 21:10,2018-03-08 00:10	2,0,10,9,4,2,546,2017-10-06 00:00,2017-10-28 18:00		
книга	libro					2,0,13,11,6,5,324,2017-10-15 21:27,2017-10-29 09:27	2,0,14,12,3,3,436,2017-10-09 20:51,2017-10-28 00:51		
книжный магазин	librería					2,0,8,8,9,6,1670,2017-09-21 20:54,2017-11-30 10:54	2,0,9,9,9,9,1606,2017-10-12 10:13,2017-12-18 08:13		
ковать	forjar					2,0,16,9,3,4,112,2017-10-21 17:57,2017-10-26 09:57	2,0,5,5,5,6,346,2017-10-17 20:35,2017-11-01 06:35		
"ковка (лошадей)
подкова"	herradura					2,0,9,7,3,2,223,2017-10-15 21:25,2017-10-25 04:25	2,0,13,10,9,10,442,2017-10-21 18:29,2017-11-09 04:29		
"кожа
мех
шкура"	piel					2,0,18,12,3,2,376,2017-10-09 10:57,2017-10-25 02:57	2,0,14,11,5,6,563,2017-10-20 09:04,2017-11-12 20:04		
козёл (животное)	cabra					2,0,10,9,9,6,1643,2017-09-21 11:37,2017-11-28 22:37	2,0,11,10,6,4,1092,2017-09-29 08:58,2017-11-13 20:58		
"колено
половая тряпка"	rodilla					2,0,8,8,8,5,1044,2017-09-21 11:19,2017-11-03 23:19	2,0,8,8,9,9,1362,2017-10-09 20:53,2017-12-05 14:53		
колесо	rueda					2,0,9,8,9,6,1287,2017-09-19 20:56,2017-11-12 11:56	2,0,11,10,6,7,936,2017-10-23 10:50,2017-12-01 10:50		
"количество
номер"	"numero

<u>numero</u> de habitantes"					2,0,9,9,9,6,1613,2017-09-21 11:34,2017-11-27 16:34	2,0,9,9,9,7,1492,2017-09-22 10:14,2017-11-23 14:14		
колоть	picar					2,0,7,7,8,5,1264,2017-09-21 11:22,2017-11-13 03:22	2,0,8,8,9,7,1354,2017-09-22 10:14,2017-11-17 20:14		
"колоть
клевать"	picar					2,0,9,9,9,8,1673,2017-10-15 21:33,2017-12-24 14:33	2,0,8,8,8,6,956,2017-09-25 10:25,2017-11-04 06:25		
компьютер	ordenador					2,0,7,7,12,9,3106,2017-09-21 21:06,2018-01-29 07:06	2,0,9,9,10,11,1753,2017-10-20 21:35,2018-01-01 22:35		
конверт	el sobre					2,0,15,13,6,3,1344,2017-08-30 10:40,2017-10-25 10:40	2,0,12,11,4,4,460,2017-10-15 21:11,2017-11-04 01:11		
конечно	"ciertamente
por supuesto
desde luego"					2,0,4,3,4,5,71,2017-10-22 20:21,2017-10-25 19:21	2,0,3,3,3,4,132,2017-10-23 10:39,2017-10-28 22:39		
консервный нож	abrelatas					2,0,7,7,7,4,1613,2017-09-21 20:52,2017-11-28 01:52	2,0,7,7,9,7,2734,2017-09-22 10:26,2018-01-14 08:26		
контракт	contrato					2,0,2,2,2,3,68,2017-10-21 17:55,2017-10-24 13:55	2,0,2,2,2,3,66,2017-10-21 18:20,2017-10-24 12:20		
"концепция
замысел"	concepción					2,0,2,2,2,3,74,2017-10-22 20:19,2017-10-25 22:19	2,0,2,1,1,2,20,2017-10-23 10:36,2017-10-24 06:36		
концерт	concierto					2,0,6,6,6,5,439,2017-10-11 10:49,2017-10-29 17:49	2,0,6,6,7,7,680,2017-10-11 20:27,2017-11-09 04:27		
кончать (ся)	"terminar

esta calle <u>termina</u> en la plaza del Olmo"					2,0,17,14,3,2,441,2017-10-09 10:57,2017-10-27 19:57	2,0,12,11,4,4,589,2017-10-17 09:35,2017-11-10 22:35		
"кончик
вершина
пик"	punta					2,0,5,5,5,6,317,2017-10-17 09:29,2017-10-30 14:29	2,0,5,5,5,5,288,2017-10-17 09:33,2017-10-29 09:33		
"копать
рыть"	excavar					2,0,19,13,3,4,356,2017-10-16 10:25,2017-10-31 06:25	2,0,12,10,9,9,1597,2017-10-15 21:13,2017-12-21 10:13		
"копить ценности
копить деньги"	"atesorar

ni atesoran cosas preciosas"					2,0,14,11,2,3,233,2017-10-23 10:52,2017-11-02 03:52	2,0,11,10,7,5,1110,2017-09-26 09:07,2017-11-11 15:07		
коптить	ahumar					2,0,10,9,3,2,425,2017-10-09 10:53,2017-10-27 03:53	2,0,18,14,3,4,377,2017-10-20 09:02,2017-11-05 02:02		
"кораблекрушение
фиаско"	naufragio					2,0,7,4,5,6,99,2017-10-19 20:54,2017-10-23 23:54	2,0,4,4,4,5,193,2017-10-21 18:26,2017-10-29 19:26		
корень	"raiz
raices <i>(pl)</i>"					2,0,5,5,5,6,348,2017-10-21 17:59,2017-11-05 05:59	2,0,4,4,4,4,239,2017-10-15 21:06,2017-10-25 20:06		
кормить	"alimentar

además, tengo dos niños que <u>alimentar</u>"					2,0,15,14,7,8,1650,2017-10-18 10:21,2017-12-26 04:21	2,0,9,9,9,7,1308,2017-09-22 10:14,2017-11-15 22:14		
кормить грудью	"amamantar
tetar"					2,0,5,5,5,6,383,2017-10-23 10:30,2017-11-08 09:30	2,0,4,4,4,4,233,2017-10-15 21:04,2017-10-25 14:04		
корова	vaca					2,0,12,10,3,2,411,2017-10-09 10:57,2017-10-26 13:57	2,0,9,9,11,9,2958,2017-10-01 13:54,2018-02-01 19:54		
"косматый
шерстистый"	peludo					2,0,7,6,7,8,317,2017-10-16 22:00,2017-10-30 03:00	2,0,5,5,5,6,343,2017-10-19 11:13,2017-11-02 18:13		
костыль	muleta					2,0,12,10,3,2,410,2017-10-09 10:54,2017-10-26 12:54	2,0,8,8,8,6,1992,2017-09-25 10:26,2017-12-17 10:26		
"кость (анатом)
трудоёмкая работа"	hueso								
костюм	traje					2,0,8,7,3,2,550,2017-10-04 10:23,2017-10-27 08:23	2,0,7,7,8,6,1801,2017-08-28 21:51,2017-11-11 22:51	2,0,0,0,0,1,72,2017-04-26 11:00,2017-04-29 11:00	
"котёл
горшок"	olla					2,0,11,10,4,5,672,2017-10-22 20:28,2017-11-19 20:28	2,0,17,12,6,7,357,2017-10-18 10:29,2017-11-02 07:29		
кочевники	nómadas					2,0,14,12,4,5,544,2017-10-23 10:32,2017-11-15 02:32	2,0,12,11,4,5,581,2017-10-21 18:30,2017-11-14 23:30		
кошмар	pesadilla					2,0,9,8,3,2,406,2017-10-09 10:53,2017-10-26 08:53	2,0,8,8,8,6,1380,2017-08-28 21:39,2017-10-25 09:39		
"крайне необходимый
незаменимый"	imprescindible					2,0,7,6,2,3,217,2017-10-21 17:59,2017-10-30 18:59	2,0,6,6,6,6,502,2017-10-09 10:28,2017-10-30 08:28		
"красивый
прекрасный"	hermoso					2,0,12,11,6,7,1035,2017-10-20 21:26,2017-12-03 00:26	2,0,9,9,9,7,1102,2017-09-27 10:26,2017-11-12 08:26		
красить	pintar					2,0,9,9,9,6,1260,2017-09-21 11:21,2017-11-12 23:21	2,0,13,11,5,3,758,2017-09-22 10:04,2017-10-24 00:04		
красотка	mai								
крахмал	almidón					2,0,16,12,12,11,1430,2017-10-12 21:25,2017-12-11 11:25	2,0,19,14,4,4,359,2017-10-11 20:26,2017-10-26 19:26	2,0,0,0,0,1,19,2017-04-26 10:36,2017-04-27 05:36	
креветка	camarón					2,0,9,9,9,8,1368,2017-10-12 10:17,2017-12-08 10:17	2,0,9,9,9,9,1555,2017-10-10 21:47,2017-12-14 16:47		
кредит	prestamo					2,0,8,8,9,6,1307,2017-09-21 11:22,2017-11-14 22:22	2,0,8,8,8,6,988,2017-09-26 21:31,2017-11-07 01:31		
"крепость
форт"	fortaleza					2,0,3,3,3,4,98,2017-10-19 20:54,2017-10-23 22:54	2,0,3,3,3,4,115,2017-10-20 09:01,2017-10-25 04:01		
кресло	sillón					2,0,12,10,3,2,421,2017-10-07 15:48,2017-10-25 04:48	2,0,8,8,9,7,1415,2017-09-22 10:16,2017-11-20 09:16	2,0,0,0,0,1,65,2017-04-26 17:24,2017-04-29 10:24	
"крестовина
скрещивание"	cruce					2,0,11,10,12,9,1729,2017-09-21 21:01,2017-12-02 22:01	2,0,9,8,7,5,1437,2017-08-28 21:50,2017-10-27 18:50		
"кристалл
хрусталь"	cristal					2,0,9,9,9,6,1351,2017-09-21 11:25,2017-11-16 18:25	2,0,9,9,9,7,1450,2017-09-22 10:14,2017-11-21 20:14		
"кричать
выкрикивать"	gritar					2,0,9,9,11,8,3724,2017-09-21 21:06,2018-02-24 01:06	2,0,9,9,9,7,1330,2017-09-22 10:16,2017-11-16 20:16		
кровь	sangre					2,0,2,2,2,3,84,2017-10-22 20:21,2017-10-26 08:21	2,0,2,2,2,3,57,2017-10-21 18:20,2017-10-24 03:20		
кролик	conejo					2,0,8,8,9,6,1467,2017-09-21 20:51,2017-11-21 23:51	2,0,11,10,4,4,533,2017-10-09 10:30,2017-10-31 15:30		
"кроткий
набожный"	piadoso					2,0,5,4,5,6,129,2017-10-22 20:22,2017-10-28 05:22	2,0,5,4,5,6,102,2017-10-21 18:25,2017-10-26 00:25		
круглый	redondo								
"кругом
вокруг
около"	alrededor					2,0,16,13,9,8,1087,2017-10-02 10:28,2017-11-16 17:28	2,0,10,9,10,8,1007,2017-09-26 21:30,2017-11-07 20:30		
"кружить
ходить вокруг"	rodear					2,0,7,7,7,4,809,2017-09-21 11:16,2017-10-25 04:16	2,0,21,14,4,5,178,2017-10-17 20:36,2017-10-25 06:36		
"кручёный
кривой"	torcido								
крыло <i>(птицы)</i>	ala								
"крыса
стукач"	rata					2,0,6,6,8,7,2505,2017-10-07 15:52,2018-01-20 00:52	2,0,9,8,4,5,626,2017-10-18 10:29,2017-11-13 12:29		
"кукла
пустая девушка"	muñeca					2,0,9,9,10,7,1421,2017-09-21 11:34,2017-11-19 16:34	2,0,8,8,9,7,2336,2017-09-22 10:23,2017-12-28 18:23	2,0,0,0,0,1,86,2017-04-26 11:00,2017-04-30 01:00	
"купать
мочить"	bañar					2,0,9,9,9,8,1374,2017-10-09 11:00,2017-12-05 17:00	2,0,11,10,4,5,598,2017-10-19 11:13,2017-11-13 09:13		
куплет	copla					2,0,8,8,10,7,1867,2017-09-21 21:00,2017-12-08 16:00	2,0,9,9,10,10,1572,2017-10-11 20:27,2017-12-16 08:27		
"купюра
банкнота
билет"	billete					2,0,3,3,3,4,103,2017-10-23 20:47,2017-10-28 03:47	2,0,2,2,2,3,71,2017-10-21 18:24,2017-10-24 17:24		
курица	gallina					2,0,9,8,2,3,274,2017-10-20 09:15,2017-10-31 19:15	2,0,8,8,8,6,1124,2017-09-25 10:26,2017-11-11 06:26		
"курс
направление"	"rumbo

deprisa deprisa a <u>rumbo</u> perdido"					2,0,8,8,10,7,1989,2017-09-21 21:05,2017-12-13 18:05	2,0,11,11,11,11,1548,2017-10-13 18:32,2017-12-17 06:32	2,0,0,0,0,1,82,2017-04-25 09:59,2017-04-28 19:59	
кусать	"morder

no te pasará nada yo ne <u>muerdo</u>"					2,0,15,13,7,6,1307,2017-10-05 23:58,2017-11-29 10:58	2,0,9,9,10,8,1523,2017-09-22 10:23,2017-11-24 21:23		
кусок	pedazo					2,0,17,13,3,2,357,2017-10-15 21:28,2017-10-30 18:28	2,0,11,10,4,5,616,2017-10-18 10:29,2017-11-13 02:29		
"куст
кустарник"	arbusto					2,0,8,8,8,5,984,2017-09-21 11:18,2017-11-01 11:18	2,0,7,7,8,6,1039,2017-09-28 11:01,2017-11-10 18:01		
"кутила
прожигатель жизни"	calavera					2,0,6,5,6,7,166,2017-10-22 20:23,2017-10-29 18:23	2,0,4,4,4,5,210,2017-10-21 18:27,2017-10-30 12:27		
кухня	cocina					2,0,9,9,9,6,1824,2017-09-21 20:57,2017-12-06 20:57	2,0,11,10,11,9,1472,2017-09-22 10:17,2017-11-22 18:17		
лайм	lima					2,0,9,9,9,8,1433,2017-10-09 10:59,2017-12-08 03:59	2,0,10,9,4,5,600,2017-10-20 09:05,2017-11-14 09:05		
лампочка	bombilla								
лапа	pata					2,0,6,6,6,5,566,2017-10-13 18:31,2017-11-06 08:31	2,0,6,6,6,6,464,2017-10-15 21:08,2017-11-04 05:08		
"ласкать
баловать"	mimar					2,0,9,6,2,3,118,2017-10-20 21:23,2017-10-25 19:23	2,0,7,6,7,8,321,2017-10-21 18:29,2017-11-04 03:29		
"ласкать
гладить"	acariciar					2,0,9,7,6,5,390,2017-10-13 09:37,2017-10-29 15:37	2,0,6,6,6,4,491,2017-10-04 09:56,2017-10-24 20:56		
"лассо
петля"	lazo					2,0,9,9,9,8,1320,2017-10-05 23:57,2017-11-29 23:57	2,0,10,9,4,4,567,2017-10-09 10:30,2017-11-02 01:30		
"левый
налево"	izquierda					2,0,9,9,9,8,1456,2017-10-10 09:52,2017-12-10 01:52	2,0,8,8,9,9,1720,2017-10-15 21:13,2017-12-26 13:13		
легенда	leyenda					2,0,7,7,10,7,1798,2017-09-21 21:01,2017-12-05 19:01	2,0,7,7,12,10,2821,2017-09-22 10:25,2018-01-17 23:25	2,0,0,0,0,1,77,2017-04-26 10:59,2017-04-29 15:59	
лёгкие	"pulmones

<u>pulmones</u> sanos"					2,0,8,7,10,7,2877,2017-09-21 21:12,2018-01-19 18:12	2,0,7,7,10,8,3018,2017-09-22 10:25,2018-01-26 04:25		
лёгкий	ligero					2,0,8,7,3,2,369,2017-10-09 10:53,2017-10-24 19:53	2,0,9,9,9,7,1452,2017-08-28 21:49,2017-10-28 09:49		
лёд	hielo					2,0,14,11,2,3,250,2017-10-22 20:23,2017-11-02 06:23	2,0,9,9,9,7,1311,2017-10-03 09:01,2017-11-27 00:01		
"лежать
покоиться"	yacer					2,0,4,2,3,4,28,2017-10-22 20:17,2017-10-24 00:17	2,0,3,1,1,2,8,2017-10-23 20:53,2017-10-24 04:53		
"лезвие
остриё"	filo					2,0,7,6,6,7,282,2017-10-19 11:06,2017-10-31 05:06	2,0,7,6,7,7,232,2017-10-15 21:06,2017-10-25 13:06		
"лень
медлительность"	pereza					2,0,10,8,6,7,491,2017-10-23 10:30,2017-11-12 21:30	2,0,8,7,8,6,493,2017-10-06 09:15,2017-10-26 22:15		
лепёшка (кукурузовая, маисовая)	tortillas					2,0,16,12,5,4,373,2017-10-09 10:53,2017-10-24 23:53	2,0,8,8,9,9,1559,2017-10-09 10:35,2017-12-13 09:35		
"лепить
вырезать"	esculpir					2,0,8,7,5,6,487,2017-10-18 10:18,2017-11-07 17:18	2,0,11,8,5,6,474,2017-10-17 20:37,2017-11-06 14:37		
лес	bosque					2,0,12,10,3,2,390,2017-10-09 10:54,2017-10-25 16:54	2,0,8,8,9,9,1500,2017-10-11 10:39,2017-12-12 22:39		
"лестница
трап
заход в порт"	"escala

hacer <u>escala</u>"					2,0,14,11,5,2,927,2017-09-26 21:24,2017-11-04 12:24	2,0,11,10,11,9,1262,2017-10-02 21:15,2017-11-24 11:15		
лететь	"volar

por eso <u>vuelo</u> a otros senderos"					2,0,11,10,8,5,2175,2017-09-21 21:09,2017-12-21 12:09	2,0,8,8,9,7,1522,2017-08-28 21:50,2017-10-31 07:50		
лето	"verano

el último <u>verano</u>"					2,0,11,11,11,8,1455,2017-09-21 11:37,2017-11-21 02:37	2,0,9,9,10,8,2384,2017-09-22 10:23,2017-12-30 18:23		
летучая мышь	murciélago					2,0,7,7,7,4,815,2017-09-22 21:35,2017-10-26 20:35	2,0,6,6,7,5,913,2017-09-22 10:01,2017-10-30 11:01		
лечить	curar					2,0,11,10,7,6,1280,2017-10-10 21:44,2017-12-03 05:44	2,0,9,9,9,9,1526,2017-10-12 10:13,2017-12-15 00:13		
"лизать
облизывать"	lamer					2,0,10,8,7,6,328,2017-10-13 09:37,2017-10-27 01:37	2,0,8,7,6,6,536,2017-10-15 21:09,2017-11-07 05:09		
лимон	"limón
citrón"					2,0,2,2,2,3,79,2017-10-21 17:56,2017-10-25 00:56	2,0,2,2,2,3,69,2017-10-21 18:20,2017-10-24 15:20		
лимонное дерево	limonero					2,0,4,3,4,5,65,2017-10-23 10:27,2017-10-26 03:27	2,0,2,2,2,3,68,2017-10-21 18:24,2017-10-24 14:24		
"липкий
вязкий
прилипала"	pegadizo					2,0,8,7,8,9,507,2017-10-18 10:20,2017-11-08 13:20	2,0,11,8,8,8,418,2017-10-13 09:25,2017-10-30 19:25		
"лист
лезвие"	hoja					2,0,14,11,3,4,277,2017-10-23 10:29,2017-11-03 23:29	2,0,11,10,10,8,1365,2017-10-02 10:14,2017-11-28 07:14		
лифчик	sosten								
лихорадка	fiebre					2,0,4,4,4,3,197,2017-10-15 21:23,2017-10-24 02:23	2,0,7,6,4,5,223,2017-10-21 18:26,2017-10-31 01:26		
"лицемер
двуличный"	hipócrita					2,0,13,10,5,2,782,2017-09-22 10:32,2017-10-25 00:32	2,0,9,9,9,7,1462,2017-10-04 22:01,2017-12-04 20:01		
лицо	cara					2,0,14,11,4,5,531,2017-10-18 10:21,2017-11-09 13:21	2,0,11,10,5,3,894,2017-09-22 10:09,2017-10-29 16:09		
